layout,AgglomerativeClustering,OPTICS,KMeans,GMM,Birch,Genie,Girvan-Newman,Leiden,assortativity,graph_id,size
drl,0.1031772538877604,-0.001001977577903,0.0918178088744291,0.0891731649840785,0.0917955295414977,0.0808090295788709,0.2035343355999463,1.0,0.570571829854703,11,100
fruchterman_reingold,0.2118575733384367,0.0342949259596644,0.2267476434844244,0.222890104512416,0.1866251127853062,0.2094181624215614,0.2035343355999463,1.0,0.570571829854703,11,100
graphopt,0.1876271738161615,-0.0018137008864511,0.2192463111713178,0.2185090769906671,0.1876271738161615,0.1694667367466726,0.2035343355999463,1.0,0.570571829854703,11,100
lgl,0.0007950842494753,0.0141309720201384,5.322096115136683e-05,0.0022911904750483,0.0007950842494753,0.0046601079916465,0.2035343355999463,1.0,0.570571829854703,11,100
mds,0.225305359854388,0.0432411373739462,0.2276422044085573,0.2274476168065702,0.185606204108677,0.225305359854388,0.2035343355999463,1.0,0.570571829854703,11,100
kamada_kawai,0.908021269131098,0.1683671043069439,0.9771524442760168,0.9717727606430048,0.6712416818229443,0.849905135775425,1.0,0.7581712970563549,0.9195175802333946,12,100
spring,0.979497535687372,0.3365500586486563,0.9886515124440304,0.9875878877789892,0.6955821925748464,0.9516107986132072,1.0,0.7581712970563549,0.9195175802333946,12,100
davidson_harel,0.3804651759831078,0.1843653713032415,0.388705820917653,0.3825624968683866,0.3779523671035093,0.395258902783982,1.0,0.7581712970563549,0.9195175802333946,12,100
drl,0.3496929622292272,0.1438731927232385,0.3331632464703465,0.3313597207866416,0.341661519975695,0.3571095927774256,1.0,0.7581712970563549,0.9195175802333946,12,100
fruchterman_reingold,0.3448748832100076,0.226269460696199,0.347243431167522,0.347243431167522,0.3687734346913302,0.3170779916350825,1.0,0.7581712970563549,0.9195175802333946,12,100
graphopt,0.3558380517387286,0.3232523880421215,0.3310328408230286,0.3267371724936566,0.3558380517387286,0.3575966317352587,1.0,0.7581712970563549,0.9195175802333946,12,100
lgl,0.1456050091516227,0.1008438641803763,0.1471600968659012,0.1471600968659012,0.1456050091516227,0.2115791103706953,1.0,0.7581712970563549,0.9195175802333946,12,100
